source,WASHng
demandMatrix-abilene-zhang-5min-20040831-1005.txt,539.222114
demandMatrix-abilene-zhang-5min-20040831-1010.txt,513.804678
demandMatrix-abilene-zhang-5min-20040831-1015.txt,524.516398
demandMatrix-abilene-zhang-5min-20040831-1020.txt,525.8561430000001
demandMatrix-abilene-zhang-5min-20040831-1025.txt,594.228155
demandMatrix-abilene-zhang-5min-20040831-1030.txt,531.1634250000001
demandMatrix-abilene-zhang-5min-20040831-1035.txt,556.248011
demandMatrix-abilene-zhang-5min-20040831-1040.txt,562.549764
demandMatrix-abilene-zhang-5min-20040831-1045.txt,535.099821
demandMatrix-abilene-zhang-5min-20040831-1050.txt,504.62717599999996
demandMatrix-abilene-zhang-5min-20040831-1055.txt,541.6181759999998
demandMatrix-abilene-zhang-5min-20040831-1100.txt,504.7933730000001
demandMatrix-abilene-zhang-5min-20040831-1105.txt,508.306542
demandMatrix-abilene-zhang-5min-20040831-1110.txt,506.04659300000003
demandMatrix-abilene-zhang-5min-20040831-1115.txt,443.609103
demandMatrix-abilene-zhang-5min-20040831-1120.txt,459.55029700000006
demandMatrix-abilene-zhang-5min-20040831-1125.txt,523.1422140000001
demandMatrix-abilene-zhang-5min-20040831-1130.txt,525.434447
demandMatrix-abilene-zhang-5min-20040831-1135.txt,513.174538
demandMatrix-abilene-zhang-5min-20040831-1140.txt,554.191865
demandMatrix-abilene-zhang-5min-20040831-1145.txt,502.89551900000004
demandMatrix-abilene-zhang-5min-20040831-1150.txt,545.341761
demandMatrix-abilene-zhang-5min-20040831-1155.txt,511.660976
demandMatrix-abilene-zhang-5min-20040831-1200.txt,484.3640480000001
demandMatrix-abilene-zhang-5min-20040831-1205.txt,485.514906
demandMatrix-abilene-zhang-5min-20040831-1210.txt,468.73916899999995
demandMatrix-abilene-zhang-5min-20040831-1215.txt,485.048544
demandMatrix-abilene-zhang-5min-20040831-1220.txt,466.654468
demandMatrix-abilene-zhang-5min-20040831-1225.txt,489.94997800000004
demandMatrix-abilene-zhang-5min-20040831-1230.txt,506.5608669999999
demandMatrix-abilene-zhang-5min-20040831-1235.txt,542.530358
demandMatrix-abilene-zhang-5min-20040831-1240.txt,490.819744
demandMatrix-abilene-zhang-5min-20040831-1245.txt,490.622664
demandMatrix-abilene-zhang-5min-20040831-1250.txt,495.33648800000003
demandMatrix-abilene-zhang-5min-20040831-1255.txt,595.4059609999999
demandMatrix-abilene-zhang-5min-20040831-1300.txt,531.05213
demandMatrix-abilene-zhang-5min-20040831-1305.txt,603.8471140000001
demandMatrix-abilene-zhang-5min-20040831-1310.txt,629.139762
demandMatrix-abilene-zhang-5min-20040831-1315.txt,681.8130900000001
demandMatrix-abilene-zhang-5min-20040831-1320.txt,711.1537169999999
demandMatrix-abilene-zhang-5min-20040831-1325.txt,610.904227
demandMatrix-abilene-zhang-5min-20040831-1330.txt,644.678841
demandMatrix-abilene-zhang-5min-20040831-1335.txt,605.5337119999999
demandMatrix-abilene-zhang-5min-20040831-1340.txt,674.513026
demandMatrix-abilene-zhang-5min-20040831-1345.txt,634.452986
demandMatrix-abilene-zhang-5min-20040831-1350.txt,719.218162
demandMatrix-abilene-zhang-5min-20040831-1355.txt,665.0280250000001
demandMatrix-abilene-zhang-5min-20040831-1400.txt,651.528
demandMatrix-abilene-zhang-5min-20040831-1405.txt,638.805326
demandMatrix-abilene-zhang-5min-20040831-1410.txt,698.65205
demandMatrix-abilene-zhang-5min-20040831-1415.txt,664.4340080000001
demandMatrix-abilene-zhang-5min-20040831-1420.txt,677.985661
demandMatrix-abilene-zhang-5min-20040831-1425.txt,753.757822
demandMatrix-abilene-zhang-5min-20040831-1430.txt,717.356666
demandMatrix-abilene-zhang-5min-20040831-1435.txt,725.73005
demandMatrix-abilene-zhang-5min-20040831-1440.txt,688.02016
demandMatrix-abilene-zhang-5min-20040831-1445.txt,768.298076
demandMatrix-abilene-zhang-5min-20040831-1450.txt,751.1696860000001
demandMatrix-abilene-zhang-5min-20040831-1455.txt,719.655881
demandMatrix-abilene-zhang-5min-20040831-1500.txt,669.353176
demandMatrix-abilene-zhang-5min-20040831-1505.txt,695.567597
demandMatrix-abilene-zhang-5min-20040831-1510.txt,739.869326
demandMatrix-abilene-zhang-5min-20040831-1515.txt,766.307884
demandMatrix-abilene-zhang-5min-20040831-1520.txt,808.2569729999999
demandMatrix-abilene-zhang-5min-20040831-1525.txt,778.749211
demandMatrix-abilene-zhang-5min-20040831-1530.txt,765.073249
demandMatrix-abilene-zhang-5min-20040831-1535.txt,867.296107
demandMatrix-abilene-zhang-5min-20040831-1540.txt,820.681838
demandMatrix-abilene-zhang-5min-20040831-1545.txt,865.495512
demandMatrix-abilene-zhang-5min-20040831-1550.txt,935.822474
demandMatrix-abilene-zhang-5min-20040831-1555.txt,929.639616
demandMatrix-abilene-zhang-5min-20040831-1600.txt,879.455487
demandMatrix-abilene-zhang-5min-20040831-1605.txt,897.9560700000001
demandMatrix-abilene-zhang-5min-20040831-1610.txt,877.5614370000001
demandMatrix-abilene-zhang-5min-20040831-1615.txt,871.479672
demandMatrix-abilene-zhang-5min-20040831-1620.txt,855.942541
demandMatrix-abilene-zhang-5min-20040831-1625.txt,911.914194
demandMatrix-abilene-zhang-5min-20040831-1630.txt,905.978162
demandMatrix-abilene-zhang-5min-20040831-1635.txt,895.0293699999999
demandMatrix-abilene-zhang-5min-20040831-1640.txt,846.5602839999999
demandMatrix-abilene-zhang-5min-20040831-1645.txt,931.573098
demandMatrix-abilene-zhang-5min-20040831-1650.txt,824.5406630000002
demandMatrix-abilene-zhang-5min-20040831-1655.txt,901.917717
demandMatrix-abilene-zhang-5min-20040831-1700.txt,806.914712
demandMatrix-abilene-zhang-5min-20040831-1705.txt,886.7679330000002
demandMatrix-abilene-zhang-5min-20040831-1710.txt,932.2417499999999
demandMatrix-abilene-zhang-5min-20040831-1715.txt,881.4497029999999
demandMatrix-abilene-zhang-5min-20040831-1720.txt,847.4672089999999
demandMatrix-abilene-zhang-5min-20040831-1725.txt,953.8940020000001
demandMatrix-abilene-zhang-5min-20040831-1730.txt,908.8586630000001
demandMatrix-abilene-zhang-5min-20040831-1735.txt,922.1742520000001
demandMatrix-abilene-zhang-5min-20040831-1740.txt,981.356173
demandMatrix-abilene-zhang-5min-20040831-1745.txt,934.1123040000001
demandMatrix-abilene-zhang-5min-20040831-1750.txt,956.625184
demandMatrix-abilene-zhang-5min-20040831-1755.txt,916.3569179999998
demandMatrix-abilene-zhang-5min-20040831-1800.txt,909.1724840000002
demandMatrix-abilene-zhang-5min-20040831-1805.txt,916.9863680000001
demandMatrix-abilene-zhang-5min-20040831-1810.txt,920.7634909999999
demandMatrix-abilene-zhang-5min-20040831-1815.txt,913.930451
demandMatrix-abilene-zhang-5min-20040831-1820.txt,975.5680869999999
demandMatrix-abilene-zhang-5min-20040831-1825.txt,972.0827459999998
demandMatrix-abilene-zhang-5min-20040831-1830.txt,935.261718
demandMatrix-abilene-zhang-5min-20040831-1835.txt,914.222712
demandMatrix-abilene-zhang-5min-20040831-1840.txt,960.8502940000001
demandMatrix-abilene-zhang-5min-20040831-1845.txt,996.204979
demandMatrix-abilene-zhang-5min-20040831-1850.txt,941.0189419999999
demandMatrix-abilene-zhang-5min-20040831-1855.txt,944.4092679999999
demandMatrix-abilene-zhang-5min-20040831-1900.txt,900.471739
demandMatrix-abilene-zhang-5min-20040831-1905.txt,1002.6990109999999
demandMatrix-abilene-zhang-5min-20040831-1910.txt,950.1058400000001
demandMatrix-abilene-zhang-5min-20040831-1915.txt,952.287131
demandMatrix-abilene-zhang-5min-20040831-1920.txt,987.1564670000001
demandMatrix-abilene-zhang-5min-20040831-1925.txt,1062.404918
demandMatrix-abilene-zhang-5min-20040831-1930.txt,962.069805
demandMatrix-abilene-zhang-5min-20040831-1935.txt,956.616599
demandMatrix-abilene-zhang-5min-20040831-1940.txt,986.53836
demandMatrix-abilene-zhang-5min-20040831-1945.txt,1044.125929
demandMatrix-abilene-zhang-5min-20040831-1950.txt,1037.910212
demandMatrix-abilene-zhang-5min-20040831-1955.txt,1015.368691
demandMatrix-abilene-zhang-5min-20040831-2000.txt,1012.4881849999999
demandMatrix-abilene-zhang-5min-20040831-2005.txt,977.5660999999999
demandMatrix-abilene-zhang-5min-20040831-2010.txt,988.7150690000001
demandMatrix-abilene-zhang-5min-20040831-2015.txt,905.054565
demandMatrix-abilene-zhang-5min-20040831-2020.txt,901.210051
demandMatrix-abilene-zhang-5min-20040831-2025.txt,977.6772950000002
demandMatrix-abilene-zhang-5min-20040831-2030.txt,942.436839
demandMatrix-abilene-zhang-5min-20040831-2035.txt,950.2078789999999
demandMatrix-abilene-zhang-5min-20040831-2040.txt,976.402964
demandMatrix-abilene-zhang-5min-20040831-2045.txt,996.682996
demandMatrix-abilene-zhang-5min-20040831-2050.txt,960.5122040000001
demandMatrix-abilene-zhang-5min-20040831-2055.txt,969.932423
demandMatrix-abilene-zhang-5min-20040831-2100.txt,870.514976
demandMatrix-abilene-zhang-5min-20040831-2105.txt,923.908967
demandMatrix-abilene-zhang-5min-20040831-2110.txt,855.949386
demandMatrix-abilene-zhang-5min-20040831-2115.txt,883.741541
demandMatrix-abilene-zhang-5min-20040831-2120.txt,878.7025199999999
demandMatrix-abilene-zhang-5min-20040831-2125.txt,924.256319
demandMatrix-abilene-zhang-5min-20040831-2130.txt,972.228057
demandMatrix-abilene-zhang-5min-20040831-2135.txt,966.9854869999999
demandMatrix-abilene-zhang-5min-20040831-2140.txt,957.578662
demandMatrix-abilene-zhang-5min-20040831-2145.txt,962.0585580000001
demandMatrix-abilene-zhang-5min-20040831-2150.txt,914.228164
demandMatrix-abilene-zhang-5min-20040831-2155.txt,917.8637430000001
demandMatrix-abilene-zhang-5min-20040831-2200.txt,848.7100789999998
demandMatrix-abilene-zhang-5min-20040831-2205.txt,797.250315
demandMatrix-abilene-zhang-5min-20040831-2210.txt,817.249233
demandMatrix-abilene-zhang-5min-20040831-2215.txt,786.8560279999999
demandMatrix-abilene-zhang-5min-20040831-2220.txt,814.1516559999999
demandMatrix-abilene-zhang-5min-20040831-2225.txt,836.2887079999999
demandMatrix-abilene-zhang-5min-20040831-2230.txt,779.4028000000001
demandMatrix-abilene-zhang-5min-20040831-2235.txt,788.8443339999999
demandMatrix-abilene-zhang-5min-20040831-2240.txt,772.212285
demandMatrix-abilene-zhang-5min-20040831-2245.txt,841.700218
demandMatrix-abilene-zhang-5min-20040831-2250.txt,754.241895
demandMatrix-abilene-zhang-5min-20040831-2255.txt,792.5273090000001
demandMatrix-abilene-zhang-5min-20040831-2300.txt,742.283815
demandMatrix-abilene-zhang-5min-20040831-2305.txt,814.5943910000001
demandMatrix-abilene-zhang-5min-20040831-2310.txt,763.907684
demandMatrix-abilene-zhang-5min-20040831-2315.txt,733.771542
demandMatrix-abilene-zhang-5min-20040831-2320.txt,760.469571
demandMatrix-abilene-zhang-5min-20040831-2325.txt,815.452501
demandMatrix-abilene-zhang-5min-20040831-2330.txt,772.5706319999999
demandMatrix-abilene-zhang-5min-20040831-2335.txt,800.3813170000001
demandMatrix-abilene-zhang-5min-20040831-2340.txt,799.623937
demandMatrix-abilene-zhang-5min-20040831-2345.txt,776.9675050000001
demandMatrix-abilene-zhang-5min-20040831-2350.txt,770.729733
demandMatrix-abilene-zhang-5min-20040831-2355.txt,778.244773
demandMatrix-abilene-zhang-5min-20040901-0000.txt,764.882607
demandMatrix-abilene-zhang-5min-20040901-0005.txt,715.9454900000001
demandMatrix-abilene-zhang-5min-20040901-0010.txt,772.3014610000001
demandMatrix-abilene-zhang-5min-20040901-0015.txt,664.566583
demandMatrix-abilene-zhang-5min-20040901-0020.txt,687.7315760000001
demandMatrix-abilene-zhang-5min-20040901-0025.txt,734.36296
demandMatrix-abilene-zhang-5min-20040901-0030.txt,738.787269
demandMatrix-abilene-zhang-5min-20040901-0035.txt,723.672041
demandMatrix-abilene-zhang-5min-20040901-0040.txt,686.1054250000001
demandMatrix-abilene-zhang-5min-20040901-0045.txt,722.4632389999999
demandMatrix-abilene-zhang-5min-20040901-0050.txt,740.5164779999999
demandMatrix-abilene-zhang-5min-20040901-0055.txt,740.5112
demandMatrix-abilene-zhang-5min-20040901-0100.txt,669.7702439999999
demandMatrix-abilene-zhang-5min-20040901-0105.txt,742.9140079999999
demandMatrix-abilene-zhang-5min-20040901-0110.txt,706.393265
demandMatrix-abilene-zhang-5min-20040901-0115.txt,718.2208570000001
demandMatrix-abilene-zhang-5min-20040901-0120.txt,710.1842050000001
demandMatrix-abilene-zhang-5min-20040901-0125.txt,779.630436
demandMatrix-abilene-zhang-5min-20040901-0130.txt,737.5370549999999
demandMatrix-abilene-zhang-5min-20040901-0135.txt,755.704023
demandMatrix-abilene-zhang-5min-20040901-0140.txt,718.5414680000001
demandMatrix-abilene-zhang-5min-20040901-0145.txt,714.6677480000001
demandMatrix-abilene-zhang-5min-20040901-0150.txt,716.8981259999999
demandMatrix-abilene-zhang-5min-20040901-0155.txt,739.871484
demandMatrix-abilene-zhang-5min-20040901-0200.txt,754.244457
demandMatrix-abilene-zhang-5min-20040901-0205.txt,698.620821
demandMatrix-abilene-zhang-5min-20040901-0210.txt,721.9007680000001
demandMatrix-abilene-zhang-5min-20040901-0215.txt,684.9079130000001
demandMatrix-abilene-zhang-5min-20040901-0220.txt,726.7379730000001
demandMatrix-abilene-zhang-5min-20040901-0225.txt,704.8534539999999
demandMatrix-abilene-zhang-5min-20040901-0230.txt,726.074729
demandMatrix-abilene-zhang-5min-20040901-0235.txt,672.834739
demandMatrix-abilene-zhang-5min-20040901-0240.txt,721.795843
demandMatrix-abilene-zhang-5min-20040901-0245.txt,698.773599
demandMatrix-abilene-zhang-5min-20040901-0250.txt,707.673694
demandMatrix-abilene-zhang-5min-20040901-0255.txt,698.4595179999999
demandMatrix-abilene-zhang-5min-20040901-0300.txt,659.4671159999999
demandMatrix-abilene-zhang-5min-20040901-0305.txt,730.6455740000001
demandMatrix-abilene-zhang-5min-20040901-0310.txt,722.7916730000001
demandMatrix-abilene-zhang-5min-20040901-0315.txt,749.519649
demandMatrix-abilene-zhang-5min-20040901-0320.txt,702.11568
demandMatrix-abilene-zhang-5min-20040901-0325.txt,772.457494
demandMatrix-abilene-zhang-5min-20040901-0330.txt,746.062578
demandMatrix-abilene-zhang-5min-20040901-0335.txt,731.900399
demandMatrix-abilene-zhang-5min-20040901-0340.txt,679.1652310000001
demandMatrix-abilene-zhang-5min-20040901-0345.txt,665.198648
demandMatrix-abilene-zhang-5min-20040901-0350.txt,716.961983
demandMatrix-abilene-zhang-5min-20040901-0355.txt,776.307697
demandMatrix-abilene-zhang-5min-20040901-0400.txt,793.55464
demandMatrix-abilene-zhang-5min-20040901-0405.txt,670.0225639999999
demandMatrix-abilene-zhang-5min-20040901-0410.txt,693.045401
demandMatrix-abilene-zhang-5min-20040901-0415.txt,654.3783819999999
demandMatrix-abilene-zhang-5min-20040901-0420.txt,682.819328
demandMatrix-abilene-zhang-5min-20040901-0425.txt,701.0568179999999
demandMatrix-abilene-zhang-5min-20040901-0430.txt,692.5851749999999
demandMatrix-abilene-zhang-5min-20040901-0435.txt,716.972068
demandMatrix-abilene-zhang-5min-20040901-0440.txt,684.947141
demandMatrix-abilene-zhang-5min-20040901-0445.txt,693.123417
demandMatrix-abilene-zhang-5min-20040901-0450.txt,687.9706059999999
demandMatrix-abilene-zhang-5min-20040901-0455.txt,743.466467
demandMatrix-abilene-zhang-5min-20040901-0500.txt,668.1522560000001
demandMatrix-abilene-zhang-5min-20040901-0505.txt,672.700473
demandMatrix-abilene-zhang-5min-20040901-0510.txt,644.924784
demandMatrix-abilene-zhang-5min-20040901-0515.txt,641.934914
demandMatrix-abilene-zhang-5min-20040901-0520.txt,628.641618
demandMatrix-abilene-zhang-5min-20040901-0525.txt,661.847202
demandMatrix-abilene-zhang-5min-20040901-0530.txt,630.6901160000001
demandMatrix-abilene-zhang-5min-20040901-0535.txt,649.139084
demandMatrix-abilene-zhang-5min-20040901-0540.txt,675.541114
demandMatrix-abilene-zhang-5min-20040901-0545.txt,677.1282
demandMatrix-abilene-zhang-5min-20040901-0550.txt,667.833663
demandMatrix-abilene-zhang-5min-20040901-0555.txt,671.3628789999999
demandMatrix-abilene-zhang-5min-20040901-0600.txt,665.6891499999999
demandMatrix-abilene-zhang-5min-20040901-0605.txt,630.911794
demandMatrix-abilene-zhang-5min-20040901-0610.txt,667.2195019999999
demandMatrix-abilene-zhang-5min-20040901-0615.txt,681.529081
demandMatrix-abilene-zhang-5min-20040901-0620.txt,659.1281450000001
demandMatrix-abilene-zhang-5min-20040901-0625.txt,666.486558
demandMatrix-abilene-zhang-5min-20040901-0630.txt,613.853836
demandMatrix-abilene-zhang-5min-20040901-0635.txt,669.8848930000001
demandMatrix-abilene-zhang-5min-20040901-0640.txt,642.755284
demandMatrix-abilene-zhang-5min-20040901-0645.txt,690.636697
demandMatrix-abilene-zhang-5min-20040901-0650.txt,606.912416
demandMatrix-abilene-zhang-5min-20040901-0655.txt,684.8249709999999
demandMatrix-abilene-zhang-5min-20040901-0700.txt,623.95716
demandMatrix-abilene-zhang-5min-20040901-0705.txt,604.315557
demandMatrix-abilene-zhang-5min-20040901-0710.txt,628.7280989999999
demandMatrix-abilene-zhang-5min-20040901-0715.txt,643.286649
demandMatrix-abilene-zhang-5min-20040901-0720.txt,634.691435
demandMatrix-abilene-zhang-5min-20040901-0725.txt,641.063023
demandMatrix-abilene-zhang-5min-20040901-0730.txt,662.858653
demandMatrix-abilene-zhang-5min-20040901-0735.txt,594.2920640000001
demandMatrix-abilene-zhang-5min-20040901-0740.txt,669.060215
demandMatrix-abilene-zhang-5min-20040901-0745.txt,639.0863489999999
demandMatrix-abilene-zhang-5min-20040901-0750.txt,626.176759
demandMatrix-abilene-zhang-5min-20040901-0755.txt,645.7531120000001
demandMatrix-abilene-zhang-5min-20040901-0800.txt,638.654649
demandMatrix-abilene-zhang-5min-20040901-0805.txt,618.848263
demandMatrix-abilene-zhang-5min-20040901-0810.txt,608.334487
demandMatrix-abilene-zhang-5min-20040901-0815.txt,620.3656629999999
demandMatrix-abilene-zhang-5min-20040901-0820.txt,578.300698
demandMatrix-abilene-zhang-5min-20040901-0825.txt,596.099916
demandMatrix-abilene-zhang-5min-20040901-0830.txt,570.0461519999999
demandMatrix-abilene-zhang-5min-20040901-0835.txt,633.3772220000001
demandMatrix-abilene-zhang-5min-20040901-0840.txt,559.9510550000002
demandMatrix-abilene-zhang-5min-20040901-0845.txt,573.1842399999999
demandMatrix-abilene-zhang-5min-20040901-0850.txt,552.762655
demandMatrix-abilene-zhang-5min-20040901-0855.txt,603.754587
demandMatrix-abilene-zhang-5min-20040901-0900.txt,573.0443480000001
demandMatrix-abilene-zhang-5min-20040901-0905.txt,529.855372
demandMatrix-abilene-zhang-5min-20040901-0910.txt,539.843664
demandMatrix-abilene-zhang-5min-20040901-0915.txt,505.84639000000004
demandMatrix-abilene-zhang-5min-20040901-0920.txt,578.0606620000001
demandMatrix-abilene-zhang-5min-20040901-0925.txt,524.3484000000001
demandMatrix-abilene-zhang-5min-20040901-0930.txt,545.1990069999999
demandMatrix-abilene-zhang-5min-20040901-0935.txt,591.805408
demandMatrix-abilene-zhang-5min-20040901-0940.txt,600.696382
demandMatrix-abilene-zhang-5min-20040901-0945.txt,608.8315249999999
demandMatrix-abilene-zhang-5min-20040901-0950.txt,569.1690959999999
demandMatrix-abilene-zhang-5min-20040901-0955.txt,587.4550490000001
demandMatrix-abilene-zhang-5min-20040901-1000.txt,587.588745
demandMatrix-abilene-zhang-5min-20040901-1005.txt,607.3543000000001
demandMatrix-abilene-zhang-5min-20040901-1010.txt,615.226154
demandMatrix-abilene-zhang-5min-20040901-1015.txt,556.5876069999999
demandMatrix-abilene-zhang-5min-20040901-1020.txt,547.317043
demandMatrix-abilene-zhang-5min-20040901-1025.txt,654.090491
demandMatrix-abilene-zhang-5min-20040901-1030.txt,588.705391
demandMatrix-abilene-zhang-5min-20040901-1035.txt,628.030648
demandMatrix-abilene-zhang-5min-20040901-1040.txt,572.638862
demandMatrix-abilene-zhang-5min-20040901-1045.txt,598.076024
demandMatrix-abilene-zhang-5min-20040901-1050.txt,563.801395
demandMatrix-abilene-zhang-5min-20040901-1055.txt,576.4544149999999
demandMatrix-abilene-zhang-5min-20040901-1100.txt,552.456816
demandMatrix-abilene-zhang-5min-20040901-1105.txt,504.325475
demandMatrix-abilene-zhang-5min-20040901-1110.txt,548.161232
demandMatrix-abilene-zhang-5min-20040901-1115.txt,498.468332
demandMatrix-abilene-zhang-5min-20040901-1120.txt,498.1355280000001
demandMatrix-abilene-zhang-5min-20040901-1125.txt,541.253577
demandMatrix-abilene-zhang-5min-20040901-1130.txt,543.539407
demandMatrix-abilene-zhang-5min-20040901-1135.txt,533.5342129999999
demandMatrix-abilene-zhang-5min-20040901-1140.txt,583.790113
demandMatrix-abilene-zhang-5min-20040901-1145.txt,578.052158
demandMatrix-abilene-zhang-5min-20040901-1150.txt,553.3407809999999
demandMatrix-abilene-zhang-5min-20040901-1155.txt,613.761691
demandMatrix-abilene-zhang-5min-20040901-1200.txt,549.1190690000001
demandMatrix-abilene-zhang-5min-20040901-1205.txt,554.668389
demandMatrix-abilene-zhang-5min-20040901-1210.txt,579.674763
demandMatrix-abilene-zhang-5min-20040901-1215.txt,560.7029660000001
demandMatrix-abilene-zhang-5min-20040901-1220.txt,560.678673
demandMatrix-abilene-zhang-5min-20040901-1225.txt,574.470981
demandMatrix-abilene-zhang-5min-20040901-1230.txt,551.54275
demandMatrix-abilene-zhang-5min-20040901-1235.txt,563.4663079999999
demandMatrix-abilene-zhang-5min-20040901-1240.txt,581.141472
demandMatrix-abilene-zhang-5min-20040901-1245.txt,613.240553
demandMatrix-abilene-zhang-5min-20040901-1250.txt,617.5582469999999
demandMatrix-abilene-zhang-5min-20040901-1255.txt,634.9855050000001
demandMatrix-abilene-zhang-5min-20040901-1300.txt,596.8662559999999
demandMatrix-abilene-zhang-5min-20040901-1305.txt,627.4420289999999
demandMatrix-abilene-zhang-5min-20040901-1310.txt,634.286342
demandMatrix-abilene-zhang-5min-20040901-1315.txt,637.940562
demandMatrix-abilene-zhang-5min-20040901-1320.txt,653.5001520000001
demandMatrix-abilene-zhang-5min-20040901-1325.txt,660.7723709999999
demandMatrix-abilene-zhang-5min-20040901-1330.txt,640.4807840000001
demandMatrix-abilene-zhang-5min-20040901-1335.txt,671.815764
demandMatrix-abilene-zhang-5min-20040901-1340.txt,675.6927860000001
demandMatrix-abilene-zhang-5min-20040901-1345.txt,677.8074539999999
demandMatrix-abilene-zhang-5min-20040901-1350.txt,667.865842
demandMatrix-abilene-zhang-5min-20040901-1355.txt,708.597982
demandMatrix-abilene-zhang-5min-20040901-1400.txt,658.2738709999999
demandMatrix-abilene-zhang-5min-20040901-1405.txt,670.450139
demandMatrix-abilene-zhang-5min-20040901-1410.txt,682.708085
demandMatrix-abilene-zhang-5min-20040901-1415.txt,683.557287
demandMatrix-abilene-zhang-5min-20040901-1420.txt,722.572968
demandMatrix-abilene-zhang-5min-20040901-1425.txt,710.769893
demandMatrix-abilene-zhang-5min-20040901-1430.txt,679.2689519999999
demandMatrix-abilene-zhang-5min-20040901-1435.txt,738.163182
demandMatrix-abilene-zhang-5min-20040901-1440.txt,753.159007
demandMatrix-abilene-zhang-5min-20040901-1445.txt,746.203647
demandMatrix-abilene-zhang-5min-20040901-1450.txt,739.4857149999999
demandMatrix-abilene-zhang-5min-20040901-1455.txt,859.3327330000001
demandMatrix-abilene-zhang-5min-20040901-1500.txt,832.7934970000001
demandMatrix-abilene-zhang-5min-20040901-1505.txt,825.9592280000002
demandMatrix-abilene-zhang-5min-20040901-1510.txt,798.0762560000001
demandMatrix-abilene-zhang-5min-20040901-1515.txt,809.293462
demandMatrix-abilene-zhang-5min-20040901-1520.txt,758.0005149999998
demandMatrix-abilene-zhang-5min-20040901-1525.txt,800.555323
demandMatrix-abilene-zhang-5min-20040901-1530.txt,820.751853
demandMatrix-abilene-zhang-5min-20040901-1535.txt,845.4998920000002
demandMatrix-abilene-zhang-5min-20040901-1540.txt,860.6410069999998
demandMatrix-abilene-zhang-5min-20040901-1545.txt,874.4928560000001
demandMatrix-abilene-zhang-5min-20040901-1550.txt,876.7764810000001
